branch_id,topics,ending
447,interviewing presidents - criticism of comments - online trolling,inconclusive
448,interviewing presidents - reaction to comments - online trolling,inconclusive
449,sobriety - interviewing presidents - online behavior,disagreement
450,interviewing presidents - commenter's point - internet slang,disagreement
451,interviewing presidents - accusations of being triggered - insults,disagreement
452,interviewing presidents - accusations of substance use - defensiveness,disagreement
453,comment misunderstanding - user confrontation - compliment misinterpretation,disagreement
454,interviewing presidents - responding to comments - accusations of being dumb,disagreement
455,comment rudeness - personal attacks - misinterpretation of comments,disagreement
456,comment rudeness - pointless comments - triggered responses,disagreement
457,interviewing presidents - Trump's status - accusations of offense,disagreement
458,interviewing presidents - accusation of ignorance - confrontational tone - unrelated comments,disagreement
459,podcast host's sobriety - interviewing presidents - misunderstanding intent,inconclusive
460,addiction recovery - podcast success - criticism of comments,inconclusive
461,podcast interview success - mental health - addiction recovery,agreement
462,sobriety and podcasting - interviews with figures - perception of sassiness,inconclusive
463,podcast host's sobriety - interviewing figures - misinterpretation of comments,disagreement
464,Interviewer's recovery - Interviewing presidents - Misinterpretation of comments,inconclusive
465,sobriety - interviewing presidents - confrontational behavior,inconclusive
466,interviewer's sobriety - interview subject's identity - user's communication style,disagreement
467,Podcaster's sobriety - Interviewing presidents - Misinterpretation of comments,disagreement
468,podcaster's success - misinterpretation of comments - mask-wearing,inconclusive
469,interviewing presidents - addiction recovery - point of the message - mask wearing,disagreement
470,podcast host's sobriety - interviews with figures - political affiliation,disagreement
471,Podcaster's success - User's comments - Political affiliation,disagreement
472,podcast host's recovery - interpretations of comments - political affiliation,inconclusive
473,Podcaster's success - User's comments clarification - Political affiliation speculation,disagreement
474,podcast success - question clarification - political affiliation - personal attacks,disagreement
475,podcaster's success - addiction recovery - user's comments,disagreement
476,podcast host's background - interpretations of comments - political affiliation,inconclusive
477,sobriety - comment interpretation - political affiliation,disagreement
478,podcast host's background - user's communication style - political affiliation,disagreement
479,Theo Von's sobriety - Comment interpretation - User's writing style,disagreement
480,Theo Von's sobriety - Comment interpretation - User's communication style,disagreement
481,Theo Von's podcast - User's communication style - Political affiliation,disagreement
482,successful podcaster - interviews quality - user's comments interpretation,disagreement
483,Sobriety success - Theo Von's podcast - Criticism of comments,inconclusive
484,Theo Von's podcast success - User's communication style - Political affiliation - User's IQ,inconclusive
485,Surreal presidency - Presidential communication,agreement
486,presidential insults - generational shift - public discourse,disagreement
487,media commentary - comedians as news sources - sarcastic exchanges,inconclusive
488,Trump rally logistics - treatment of seniors - Trump's rhetoric,inconclusive
489,Political party stereotypes - Trump rally logistics - Harris rally attendance,inconclusive
490,Trump rally logistics - political affiliation stereotypes - rally attendance,disagreement
491,Trump rally conditions - Political affiliation - Rally attendance comparison,disagreement
492,Political affiliation - Trump rallies - Rally attendance - Biden's physical state,disagreement
493,Trump rally conditions - Harris rally attendance - Political affiliation stereotypes,disagreement
494,political alignment - Trump rally logistics - campaign event comparison,disagreement
495,Trump rallies - Harris rallies - Rally attendance,disagreement
496,Trump rally conditions - political affiliation - rally attendance,inconclusive
497,Trump rally logistics - political irony - rally attendance - criticism of Trump,disagreement
498,Trump rally logistics - Political rally attendance - Political party differences,disagreement
499,Political ideology - Trump rally - Harris rally - Campaigning strategy - Ageism,disagreement
500,Trump rallies - Rally attendance - Political affiliation,disagreement
501,Trump campaign tactics - Campaign email scams - Media bias accusation - Rally logistics,disagreement
502,Trump campaign emails - elderly exploitation - rally logistics - Biden's rallies,inconclusive
503,Trump campaign emails - elderly exploitation - rally logistics - Biden rally attendance,inconclusive
504,elderly exploitation - Trump campaign tactics - rally attendance - media bias,disagreement
505,Trump campaign tactics - rally logistics - age of supporters,disagreement
506,Trump campaign tactics - Elderly support - Rally logistics - Campaign email comparison,disagreement
507,Trump campaign tactics - Trump rally logistics - Trump's accusations - Criticism of Trump,disagreement
508,Trump campaign tactics - rally logistics - allegations of paying supporters - user credibility,disagreement
509,Trump campaign tactics - rally logistics - allegations of deception,inconclusive
510,Trump campaign tactics - Rally logistics - Supporter demographics - Campaign email comparison,inconclusive
511,Trump campaign tactics - Rally logistics - Criticism of Trump,inconclusive
512,Trump campaign tactics - rally logistics - political criticisms - NFT promotion,disagreement
513,Trump campaign tactics - Rally logistics - Trump's policies - Social media criticism,disagreement
514,Trump campaign tactics - Rally logistics - Campaign email style - Supporter transport,disagreement
515,Trump campaign tactics - rally logistics - accusations of lying,disagreement
516,Trump interview - Presidential title - Interviewer's language,inconclusive
517,comedian interviews - news media interviews - interview purpose - entertainment vs substance,inconclusive
518,Media quality comparison - Epstein plane claim - Trump's campaign activities,inconclusive
519,Interview quality comparison - Trump's association with Epstein - Media bias,inconclusive
520,Media interview quality - Trump's use of Epstein's plane - Mainstream media criticism,inconclusive
521,Interview quality - Political questioning - Epstein plane,inconclusive
522,media bias - interview quality - Epstein plane - relevant questions,inconclusive
523,interview quality - question relevance - Trump's association,inconclusive
524,Media interview quality - Trump's behavior - Relevant interview questions,inconclusive
525,interview quality - question relevance - Epstein plane - media bias,inconclusive
